Location,Latitude,Longitude,Rating,Description
"837 Sir Francis Drake Blvd., Kentfield, CA 94904",37.9534209,-122.5437926,5,"Motion rapid, lasted about 10 seconds. Direction N. Moderate earth noises heard. Trunks shifted. Ground: Rocky."
"111 Diablo Dr., Kentfield, CA 94904",37.9535469,-122.5553703,5,"Motion rapid, lasted about 15 seconds. Moderate earth noises heard. Small objects shifted. Ground: Rocky soil, compact, steep."
"Wood-brick building, Kentfield, CA 94904",37.941063,-122.5655549,4,"Motion rapid, lasted 10 seconds. Direction E. Felt by observer on first floor of strongly built wood-brick building (sitting); frightened few in community. Loud earth noises from W heard by many. Windows rattled; walls creaked. Ground: Marshy."
"Marin City, CA 94965",37.8702184,-122.5128954,6,"Motion rapid, lasted 30 seconds. Loud earth noises heard. Felt by all and frightened many in community. Windows, doors, and dishes rattled; house creaked. Furnishings shifted. Ground: Level, loose, filled in."
"1925 Oak Ave., Menlo Park, CA 94025",37.430454,-122.1909142,6,"Heard low-pitched earth noise for at least 2 seconds before I felt any motion. Then the house vibrated at such a rapid rate I first thought that something had broken in one of the appliance motors around the house and that the vibration was caused by a motor running with unbalanced shaft. Frying pan on the burner of a built-in electric range (mounted on a wall about 4 feet above a concrete foundation) made a terrific noise and seemed to jump up and down, but chairs and tables supported by a more springy wooden floor did not. I concluded from this that the vertical component of acceleration came very close to 'g.' The frequency was not far from the pitch of the lowest note on a piano, and I would say that a vertical motion of perhaps 15-20 cycles/sec and amplitude of nearly a half-millimeter would account quite well for what was noticed in the house. The duration seemed about 30 seconds; however, I imagine it was really closer to 5 seconds. As soon as I realized it was an earthquake, I decided to watch the water in a swimming pool just outside the house. By this time the vibrations had slowed down somewhat, and the surface of the water was covered with small waves (wave length perhaps 4 inches) moving in a N-S direction; so it seems that the initial motion also had a N-S component. There was a period of a few seconds of comparative quiet, then a very much slower E-W motion started, which set up waves on the pool with a wave length of perhaps 4 feet and an amplitude of nearly 3 inches, almost splashing the water over the coping. The pool is 36 feet long in the E-W direction. Motion of the water in the pool could still be seen 20 minutes later."
"1325 Crane St., Menlo Park, CA 94025",37.4526136,-122.188967,6,"Motion began gradual, then increased in intensity, lasted about 4 minutes. Direction NE. Loud earth noises heard. Plaster cracked. Ground: Soil, level."
"302 Leland Ave., Menlo Park, CA 94025",37.4299752,-122.1941232,5,"Motion rapid, rolling, strong for 35 seconds. Direction N and W-E. Moderate roaring earth noises heard. Glassware and door chimes shifted. Ground: Underground river 20 feet below surface."
"1075 Sherron Ave., Menlo Park, CA 94025",37.432196,-122.1973335,5,"Motion moderately rapid, lasted 3 minutes. Direction easterly. House rocked. Water in aquarium moved. Ground: Level, filled in."
"620 Olive St., Menlo Park, CA 94025",37.4383644,-122.189392,5,"Motion rapid, lasted about 5 minutes. Direction NW. Moderate earth noises heard. House creaked. Small objects shifted. Long brass tubes (part of doorbell chimes) swung in NW-SE direction for 5 minutes after shock. Five-gallon water container (full) swayed violently NW-SE. Ground: Soil, level."
"308 Hedge Rd., Menlo Park, CA 94025",37.4770077,-122.1721437,5,"Motion slow, lasted 8-10 seconds. Direction NW-SE. Moderate earth noises heard. Small objects shifted. Ground: Soil, compact, level."
"760 Hobart St., Menlo Park, CA 94025",37.439781,-122.18994,5,"Motion rapid, lasted 2 minutes. Direction N-S. Moderate earth noises heard. Small objects and furnishings shifted. Ground: Soil, level, filled in."
"837 Partridge Ave., Menlo Park, CA 94025",37.4462358,-122.1769579,3,No shifted or fallen objects and no damage.
"1045 Noel Dr., Menlo Park, CA 94025",37.4553695,-122.1815504,3,No shifted or fallen objects and no damage.
"102 Britton Ave., Maurice Beauty Salon, Menlo Park, CA 94025",37.4531865,-122.1975869,3,No shifted or fallen objects and no damage.
"723 Fremont St., Menlo Park, CA 94025",37.445394,-122.1845157,3,No shifted or fallen objects and no damage.
"281 Stanford Ave., Menlo Park, CA 94025",37.4288743,-122.1949804,3,No shifted or fallen objects and no damage.
"No. 2 Coleman Place, Menlo Park, CA 94025",37.4618372,-122.1610476,3,No shifted or fallen objects and no damage.
"19 Bishop Lane, Menlo Park, CA 94025",37.4166224,-122.1889274,3,I felt only the one shock at 11:44. No shifted or fallen objects and no damage.
"1038 Marcussen, Menlo Park, CA 94025",37.4589167,-122.1773612,3,No shifted or fallen objects and no damage.
"971 Alice Lane, Menlo Park, CA 94025",37.4457386,-122.1822123,3,No shifted or fallen objects and no damage.
"34 Grove Dr., Portola Valley, CA 94028",37.3765538,-122.2189766,1,"Most of my neighbors felt the shock. I did not feel it due to noise and vibration made by radio, children, and household equipment."
"City Hall, Hillcrest Boulevard, Millbrae, CA 94030",37.5944544,-122.4024168,6,Press reported the City Hall and a Safeway market at Hillcrest Boulevard were severely damaged. Front of the City Hall was badly cracked; window broke in water department. Firemen reported one chimney cracked at 543 Bayview Avenue and several water heaters were broken. Undetermined number of plate glass windows broke and glass strewn out on sidewalks along El Camino Real and Broadway. Plaster may have fallen from ceilings in a number of buildings. Six injuries were reported.
"Capuchino High School, San Bruno, CA 94066",37.6103814,-122.4072514,6,Glass fell.
"Greenhills School, Millbrae, CA 94030",37.6050927,-122.4048183,6,Sash fell.
"Taylor Boulevard School, Millbrae, CA 94030",37.5998643,-122.3969511,6,Heavy acoustical tile fell from ceiling.
"Millbrae, CA 94030",37.5958949,-122.4184108,6,"Motion rapid, lasted 15 seconds. Loud earth noises heard 2 seconds before shock. Felt by and frightened all in community. Windows, doors, and dishes rattled; house creaked. Hanging objects swung N-S. Small objects and furnishings shifted; vases, etc., small objects and furniture overturned. Plaster cracked. Knickknacks, books, and pictures fell. Dishes broke. Damage moderate. While the shock was severe, damage in this community was moderate and mainly limited to loose items being shaken to the floor or ground. Ground: Compact, level."
"311 Juanita Ave., Millbrae, CA 94030",37.6113743,-122.409495,6,Two distinct types of motion. Loud earth noises heard. Small objects and furnishings shifted. Dishes broke. Chimneys twisted. Damage slight. Ground: Sloping.
"1304 Vista Grande, Millbrae, CA 94030",37.5907255,-122.40712,6,"Motion slow, lasted 4-5 seconds. Loud earth noises heard. Plaster and walls cracked. Damage slight. Ground: Compact, level, filled in."
"Millbrae, CA 94030",37.5958949,-122.4184108,6,"Motion rapid, lasted 30 seconds. Direction W-E. Loud earth noises heard. Small objects and furnishings shifted. Dishes broke. Retaining wall cracked. Damage slight to concrete. Ground: Sloping."
"311 Poplar Ave., Millbrae, CA 94030",37.5997285,-122.3954649,6,"Motion slow, lasted about 1 minute. Direction N. Loud earth noises heard. Small objects and furnishings shifted. Dishes broke. Our house is 1.5-story Mediterranean style built on compact, sloping ground. A deep rumbling noise was heard. The house seemed to rise up as if on the crest of a wave, tilted precariously to the north, shuddered violently, then jolted down into place, then quivered and rattled for what seemed to me a full minute. Plaster between 6-inch brick in the patio cracked. Brick chimney on side of house was dislodged about .25 inch. In all, minor damage."
"Broadway Market, El Camino Real, Millbrae, CA 94030",37.603918,-122.394267,6,"Motion slow, lasted 20-30 seconds. Direction N-S. Small objects and furnishings shifted. Dishes broke. Plaster cracked. Damage slight. Ground: Soil, compact, level."
"679 Santa Barbara Ave., Millbrae, CA 94030",37.607784,-122.4146277,6,"Motion rapid, rolling, lasted about 1 minute. Moderate earth noises heard. Furnishings shifted about 6 inches from walls. Dishes and one window broke. Very slight ground cracks. Damage slight. Ground: Soil and clay, compact, sloping."
"Millbrae, CA 94030",37.5958949,-122.4184108,6,"Motion rapid, lasted about 1 minute. Direction N-S. Loud earth noises heard. Small objects and furnishings shifted. Walls and ground cracked. Damage to concrete (extent unknown). Ground: Marshy, filled in."
"1380 Vista Grande, Millbrae, CA 94030",37.5897483,-122.410724,6,"Motion slow, but definite. Direction indoors E-W. Loud earth noises heard. Small objects shifted. Chimneys cracked slightly. Ground cracked. Damage slight to brick, masonry, and concrete. Ground: Rocky soil, sloping."
"607 Cypress Ave., Millbrae, CA 94030",37.6119989,-122.4086699,6,"Motion rapid, severe shaking up and down and sidewise, lasted 4-5 minutes. From direction taken by fallen objects would say motion was N-S. After first loud thud, moderate earth noises heard. Refrigerator and stove shifted slightly. Fine plaster cracks and dust. Damage slight. Ground: Soil, compact, sloping."
"62 Spruce St., Millbrae, CA 94030",37.6104187,-122.3953472,6,"Motion rapid, lasted 1-2 minutes. Loud earth noises heard. Very slight plaster cracks. Ground: Loose, level, filled in."
"18 Corte Princesa, Millbrae, CA 94030",37.5950482,-122.4039637,5,"Lamps and bric-a-brac fell. Ground: Soil, compact, sloping."
"1379 Vista Grande, Millbrae, CA 94030",37.5894336,-122.4104011,5,"Small objects shifted. Ground: Soil, compact, sloping."
"140 Alta Loma, Millbrae, CA 94030",37.5958949,-122.4184108,5,"Small objects and furnishings shifted. Ground: Soil, compact, sloping."
"1399 Vista Grande, Millbrae, CA 94030",37.5893212,-122.4109931,5,"Small objects and furnishings shifted. Dishes broke. Damage slight. Ground: Hard clay, sloping and steep (canyon bank)."
"33 El Bonito, Millbrae, CA 94030",37.5937032,-122.4041934,5,"Shifted small objects. Dishes broke. Ground: Compact, sloping."
"244 Helen Dr., Millbrae, CA 94030",37.6045729,-122.400922,5,Small objects and furnishings shifted. Small plaster cracks opened. Damage slight. Ground: Soil.
"865 Brookdale Lane, Millbrae, CA 94030",37.5958949,-122.4184108,5,"Small objects shifted. Damage slight. Ground: Compact, level."
"1119 Hillcrest Blvd., Millbrae, CA 94030",37.5942192,-122.4031731,5,"Small objects shifted. Ground: Soil, compact, sloping."
"1332 Vista Grande, Millbrae, CA 94030",37.5900975,-122.4083003,5,"Small objects shifted. Dishes broke. Damage slight. Ground: Soil, compact, level and sloping."
"395 Ashton Ave., Millbrae, CA 94030",37.5973524,-122.3994943,5,"Small objects and furnishings shifted. Dishes broke. Damage slight. Ground: Rocky, sloping."
"608 Geraldine Dr., Millbrae, CA 94030",37.6005135,-122.405247,5,"Small objects and bed shifted. Figurines and jars broke. Existing cracks lengthened. Ground: Soil, loose."
"1336 Ridgewood Dr., Millbrae, CA 94030",37.6067802,-122.4211047,5,Small objects shifted. Dishes broke. Damage slight. Ground: Rocky.
"1107 Hillcrest, Millbrae, CA 94030",37.5942471,-122.4028447,5,"Small objects fell. Ground: Rocky, sloping."
"143 Park Blvd., north Millbrae, Millbrae, CA 94030",37.6120573,-122.4052028,5,"Small objects shifted and table (on rollers) rolled east. Ground: Soil, compact, level."
"107 Walnut Ave., Mill Valley, CA 94941",37.900955,-122.537031,6,"Shaking preceded by rumbling sound, as though a huge truck were passing by, then in accompaniment with the noise, which grew louder and louder, things started to vibrate, slowly at first, then harder, until I felt thoroughly shaken. It all diminished with a slower motion. I was not conscious of any direction. My son was outdoors and said the house 'wiggled awful.' House is on firm, level ground, very compact, even though situated right next to a creek. Rumbling seemed to come up from the ground. In some rooms nothing moved; in others, almost everything moved. For the most part, objects along outside walls didn't move at all, while objects on the inside walls did. Plaster cracked on inside walls only. One crack had a corresponding crack in the next room but did not actually go all the way through the wall. Felt no twisting sensation at all. No chimneys or uprights fell. Foundations, walls, etc., are in good shape. The only damage was to plaster and small objects which fell."
"59 Lomita Dr., Mill Valley, CA 94941",37.9071449,-122.5210205,6,"Motion rapid, lasted 10 seconds. Faint earth noises heard. Damage considerable to concrete foundations and retaining walls. Ground: Rocky soil, sloping."
"Ridge above Muir Woods, Mill Valley, CA 94941",37.8970199,-122.5811177,6,"Motion rapid. Direction S-N. Loud earth noises heard. Small objects and furnishings shifted. Plaster cracked. Damage slight. Cupboard moved .25 inch from wall. Pictures on walls shifted. Two cracks in sheet rock wall of stairway. Ground: Rocky, sloping, steep."
"Cement building, Mill Valley, CA 94941",37.9060368,-122.5449763,5,"Motion rapid, lasted 10 seconds. Felt by all on first floor of strongly built cement building (sitting), by others outdoors (active); frightened many in community. Windows rattled. Ground: Rocky soil, level."
"376 Sunset Way, Tamalpais Valley, Mill Valley, CA 94941",37.8797794,-122.5337274,5,"Small objects and furnishings shifted slightly. Closed a crack between outside wall and chimney. Ground: Soil, compact, sloping."
"27 W. Blithedale Ave., Mill Valley, CA 94941",37.9074402,-122.5471512,5,Small objects and furnishings shifted slightly. Ground: Compact.
"200 Sycamore St., Mill Valley, CA 94941",37.8986039,-122.5364115,5,"Small objects shifted. Ground: Level, compact."
"403 Spruce St., Mill Valley, CA 94941",37.8794131,-122.5359826,5,"Small objects shifted. Ground: Level, filled in."
"206 W. Blithedale Ave., Mill Valley, CA 94941",37.9131822,-122.5504348,5,"Old minor crack opened. Ground: Soil, compact, level."
"208 Corte Madera Ave., Mill Valley, CA 94941",37.9123922,-122.5516058,5,"Small objects shifted. Ground: Soil, compact."
"146 Blackfield Dr., Mill Valley, CA 94941",37.9016735,-122.5005846,5,"Small objects and T.V. shifted; mirror fell off wall. Ground: Soil, compact, level."
